Identity_Type	Identifier
GeneOrGeneProduct	114757
SequenceVariant	p|Allele|H|81
SequenceVariant	p|Allele|C|38
SequenceVariant	p|Allele|C|83
SequenceVariant	p|SUB|C|38|S
SequenceVariant	p|SUB|C|83|S
SequenceVariant	p|SUB|H|81|A
SequenceVariant	c|DUP|8948|T|
SequenceVariant	p|FS|P|2984|T|7
SequenceVariant	c|SUB|G|247|T
SequenceVariant	p|SUB|G|83|X
GeneOrGeneProduct	243084
ChemicalEntity	D007701
OrganismTaxon	78532
ChemicalEntity	D003583
GeneOrGeneProduct	328
ChemicalEntity	D009405
OrganismTaxon	41568
ChemicalEntity	C480551
GeneOrGeneProduct	50512
GeneOrGeneProduct	10234
GeneOrGeneProduct	2556
GeneOrGeneProduct	359845
GeneOrGeneProduct	3501
GeneOrGeneProduct	3131
DiseaseOrPhenotypicFeature	D049912
ChemicalEntity	C406545
GeneOrGeneProduct	12487
GeneOrGeneProduct	13486
GeneOrGeneProduct	9852
ChemicalEntity	D004977
ChemicalEntity	D011718
ChemicalEntity	D012293
GeneOrGeneProduct	27007
GeneOrGeneProduct	12766
DiseaseOrPhenotypicFeature	D058088
GeneOrGeneProduct	20391
ChemicalEntity	C495931
GeneOrGeneProduct	9625
GeneOrGeneProduct	9388
CellLine	CVCL_AR51
DiseaseOrPhenotypicFeature	D020069
DiseaseOrPhenotypicFeature	D059350
DiseaseOrPhenotypicFeature	D059787
SequenceVariant	rs1799971
SequenceVariant	rs540825
ChemicalEntity	C014476
ChemicalEntity	C072553
GeneOrGeneProduct	543731
GeneOrGeneProduct	543516
GeneOrGeneProduct	64563
GeneOrGeneProduct	7334
GeneOrGeneProduct	843982
GeneOrGeneProduct	574460
ChemicalEntity	C000630165
ChemicalEntity	C038405
ChemicalEntity	C007262
OrganismTaxon	56665
ChemicalEntity	D058428
ChemicalEntity	C079643
GeneOrGeneProduct	723944
GeneOrGeneProduct	37528
GeneOrGeneProduct	12798171
GeneOrGeneProduct	43856
GeneOrGeneProduct	92521
SequenceVariant	c|SUB|C|145|A
GeneOrGeneProduct	66277
GeneOrGeneProduct	12894
GeneOrGeneProduct	52538
GeneOrGeneProduct	102641031
GeneOrGeneProduct	59025
CellLine	CVCL_L536
SequenceVariant	rs1799963
GeneOrGeneProduct	3026
SequenceVariant	rs7080536
GeneOrGeneProduct	10544
SequenceVariant	rs1210201190
SequenceVariant	rs867186
GeneOrGeneProduct	4703
GeneOrGeneProduct	9545
GeneOrGeneProduct	67865
GeneOrGeneProduct	218397
CellLine	CVCL_3855
GeneOrGeneProduct	9023
GeneOrGeneProduct	12642
GeneOrGeneProduct	84435
GeneOrGeneProduct	800
GeneOrGeneProduct	14632
GeneOrGeneProduct	19261
GeneOrGeneProduct	59125
GeneOrGeneProduct	13543
GeneOrGeneProduct	854660
GeneOrGeneProduct	856162
GeneOrGeneProduct	855766
GeneOrGeneProduct	852915
DiseaseOrPhenotypicFeature	D016066
CellLine	CVCL_ZD53
GeneOrGeneProduct	58813
ChemicalEntity	C523965
ChemicalEntity	C048599
GeneOrGeneProduct	340419
DiseaseOrPhenotypicFeature	D058387
ChemicalEntity	D010472
SequenceVariant	rs5742905
GeneOrGeneProduct	12953
ChemicalEntity	C004182
ChemicalEntity	C026927
ChemicalEntity	C001244
ChemicalEntity	C006657
ChemicalEntity	C027986
SequenceVariant	rs6581593
ChemicalEntity	C009298
GeneOrGeneProduct	6711
GeneOrGeneProduct	5296
GeneOrGeneProduct	8241
GeneOrGeneProduct	80243
GeneOrGeneProduct	14594
DiseaseOrPhenotypicFeature	D013985
GeneOrGeneProduct	28452
GeneOrGeneProduct	102723407
GeneOrGeneProduct	28442
GeneOrGeneProduct	102723407
GeneOrGeneProduct	28474
GeneOrGeneProduct	28473
GeneOrGeneProduct	28472
GeneOrGeneProduct	9132
GeneOrGeneProduct	269951
GeneOrGeneProduct	15926
GeneOrGeneProduct	269951
DiseaseOrPhenotypicFeature	C535306
SequenceVariant	rs121913502
SequenceVariant	rs121913503
DiseaseOrPhenotypicFeature	D005878
OrganismTaxon	211974
OrganismTaxon	258140
DiseaseOrPhenotypicFeature	D000312
DiseaseOrPhenotypicFeature	C535978
DiseaseOrPhenotypicFeature	C535979
DiseaseOrPhenotypicFeature	C565974
GeneOrGeneProduct	419793
GeneOrGeneProduct	100859720
GeneOrGeneProduct	100859641
ChemicalEntity	C475882
ChemicalEntity	C058278
GeneOrGeneProduct	852985
OrganismTaxon	455045
OrganismTaxon	710243
GeneOrGeneProduct	8682
ChemicalEntity	C000630573
CellLine	CVCL_WN95
GeneOrGeneProduct	924
ChemicalEntity	C000604877
GeneOrGeneProduct	55750
DiseaseOrPhenotypicFeature	D005736
GeneOrGeneProduct	619351
GeneOrGeneProduct	574412
GeneOrGeneProduct	9231
GeneOrGeneProduct	63976
GeneOrGeneProduct	158763
GeneOrGeneProduct	221061
GeneOrGeneProduct	4501
GeneOrGeneProduct	55786
GeneOrGeneProduct	19353
GeneOrGeneProduct	23965
GeneOrGeneProduct	99633
CellLine	CVCL_0623
GeneOrGeneProduct	14802
GeneOrGeneProduct	2160
GeneOrGeneProduct	396836
GeneOrGeneProduct	397324
GeneOrGeneProduct	100127165
GeneOrGeneProduct	397583
GeneOrGeneProduct	100155928
GeneOrGeneProduct	100738229
GeneOrGeneProduct	100523320
GeneOrGeneProduct	397639
GeneOrGeneProduct	100516343
GeneOrGeneProduct	100519971
GeneOrGeneProduct	100626208
GeneOrGeneProduct	397334
GeneOrGeneProduct	106509329
ChemicalEntity	C015485
DiseaseOrPhenotypicFeature	C538385
GeneOrGeneProduct	8659
ChemicalEntity	C030290
ChemicalEntity	C016635
DiseaseOrPhenotypicFeature	OMIM:239500
GeneOrGeneProduct	773
DiseaseOrPhenotypicFeature	D001284
DiseaseOrPhenotypicFeature	D002526
SequenceVariant	rs1064794262
SequenceVariant	rs1057519099
DiseaseOrPhenotypicFeature	D000069279
DiseaseOrPhenotypicFeature	D002658
ChemicalEntity	C054312
SequenceVariant	rs1800977
OrganismTaxon	2957706
GeneOrGeneProduct	81553
GeneOrGeneProduct	55280
SequenceVariant	p|DEL|1555
SequenceVariant	1557|E
SequenceVariant	c|SUB|G|1070|T
ChemicalEntity	C511968
DiseaseOrPhenotypicFeature	C565618
GeneOrGeneProduct	170899
GeneOrGeneProduct	116489
GeneOrGeneProduct	5978
DiseaseOrPhenotypicFeature	OMIM:613675
GeneOrGeneProduct	18013
GeneOrGeneProduct	5727
GeneOrGeneProduct	9786
SequenceVariant	rs540255320
ChemicalEntity	C000714767
ChemicalEntity	C054256
ChemicalEntity	C121153
OrganismTaxon	77159
OrganismTaxon	1454236
ChemicalEntity	D004880
CellLine	CVCL_W913
CellLine	CVCL_W914
CellLine	CVCL_C7F1
GeneOrGeneProduct	102552664
GeneOrGeneProduct	59318
GeneOrGeneProduct	5464
GeneOrGeneProduct	15234
GeneOrGeneProduct	380684
ChemicalEntity	D007555
ChemicalEntity	D004247
ChemicalEntity	C000720937
GeneOrGeneProduct	14598
SequenceVariant	p|SUB|T|223|M
ChemicalEntity	C017032
OrganismTaxon	2734
ChemicalEntity	C540152
DiseaseOrPhenotypicFeature	D017728
GeneOrGeneProduct	6693
OrganismTaxon	78630
OrganismTaxon	56029
OrganismTaxon	88728
ChemicalEntity	C028473
GeneOrGeneProduct	174535
GeneOrGeneProduct	172532
OrganismTaxon	1962953
DiseaseOrPhenotypicFeature	C537560
DiseaseOrPhenotypicFeature	D011015
OrganismTaxon	493803
GeneOrGeneProduct	100348512
ChemicalEntity	D060172
DiseaseOrPhenotypicFeature	D004828
SequenceVariant	rs780313239
SequenceVariant	rs770450843
SequenceVariant	c|SUB|A|2475+6|G
OrganismTaxon	5270
GeneOrGeneProduct	853868
GeneOrGeneProduct	856105
GeneOrGeneProduct	854701
GeneOrGeneProduct	852647
GeneOrGeneProduct	852592
GeneOrGeneProduct	2959
DiseaseOrPhenotypicFeature	C536424
DiseaseOrPhenotypicFeature	C564411
ChemicalEntity	C469289
ChemicalEntity	D017334
GeneOrGeneProduct	8061
GeneOrGeneProduct	23235
GeneOrGeneProduct	79679
ChemicalEntity	D008077
SequenceVariant	rs12025144
SequenceVariant	rs2066398
GeneOrGeneProduct	24401
GeneOrGeneProduct	24153
GeneOrGeneProduct	25402
GeneOrGeneProduct	58918
GeneOrGeneProduct	10219
DiseaseOrPhenotypicFeature	D003555
GeneOrGeneProduct	6519
DiseaseOrPhenotypicFeature	D056844
GeneOrGeneProduct	11136
GeneOrGeneProduct	11136
GeneOrGeneProduct	6519
SequenceVariant	c|SUB|G|818|A
SequenceVariant	rs772810111
DiseaseOrPhenotypicFeature	D003554
DiseaseOrPhenotypicFeature	D007669
SequenceVariant	p|SUB|C|273|Y
DiseaseOrPhenotypicFeature	D018980
GeneOrGeneProduct	12801
GeneOrGeneProduct	23945
ChemicalEntity	C011890
ChemicalEntity	C428983
OrganismTaxon	39358
CellLine	CVCL_0Q73
GeneOrGeneProduct	5163
GeneOrGeneProduct	5165
DiseaseOrPhenotypicFeature	D007952
DiseaseOrPhenotypicFeature	D010954
GeneOrGeneProduct	30592
OrganismTaxon	425106
ChemicalEntity	C070840
OrganismTaxon	93612
ChemicalEntity	C010730
OrganismTaxon	1214459
DiseaseOrPhenotypicFeature	C537729
GeneOrGeneProduct	397415
GeneOrGeneProduct	3929
ChemicalEntity	D004280
DiseaseOrPhenotypicFeature	D005922
DiseaseOrPhenotypicFeature	D015837
OrganismTaxon	148947
OrganismTaxon	3389
OrganismTaxon	8022
OrganismTaxon	8032
GeneOrGeneProduct	80763
GeneOrGeneProduct	109880
GeneOrGeneProduct	280985
DiseaseOrPhenotypicFeature	OMIM:181800
DiseaseOrPhenotypicFeature	C537927
GeneOrGeneProduct	81737
DiseaseOrPhenotypicFeature	D000072662
GeneOrGeneProduct	114509
GeneOrGeneProduct	24450
GeneOrGeneProduct	11830
GeneOrGeneProduct	19701
GeneOrGeneProduct	16621
GeneOrGeneProduct	12007
ChemicalEntity	D000077732
DiseaseOrPhenotypicFeature	D003015
ChemicalEntity	C002443
ChemicalEntity	C068582
ChemicalEntity	C008473
GeneOrGeneProduct	207165
DiseaseOrPhenotypicFeature	C537395
CellLine	CVCL_2235
CellLine	CVCL_G897
GeneOrGeneProduct	17047053
SequenceVariant	p|SUB|S|148|A
ChemicalEntity	C045894
GeneOrGeneProduct	100034237
GeneOrGeneProduct	100033948
GeneOrGeneProduct	100064969
GeneOrGeneProduct	100033831
DiseaseOrPhenotypicFeature	D018886
ChemicalEntity	D000077728
OrganismTaxon	1117112
ChemicalEntity	C073316
GeneOrGeneProduct	170690
GeneOrGeneProduct	3429
GeneOrGeneProduct	693216
CellLine	CVCL_0543
CellLine	CVCL_D605
GeneOrGeneProduct	55625
GeneOrGeneProduct	253832
GeneOrGeneProduct	340481
GeneOrGeneProduct	55625
GeneOrGeneProduct	494328
GeneOrGeneProduct	57154
GeneOrGeneProduct	12425
GeneOrGeneProduct	12424
ChemicalEntity	D011377
ChemicalEntity	D020109
ChemicalEntity	D014292
GeneOrGeneProduct	15499
DiseaseOrPhenotypicFeature	D000789
DiseaseOrPhenotypicFeature	D001018
ChemicalEntity	C556094
DiseaseOrPhenotypicFeature	D017096
GeneOrGeneProduct	5435
GeneOrGeneProduct	6207
GeneOrGeneProduct	51069
GeneOrGeneProduct	64976
GeneOrGeneProduct	64981
GeneOrGeneProduct	4728
ChemicalEntity	C082290
OrganismTaxon	318066
ChemicalEntity	C000723385
GeneOrGeneProduct	11255
ChemicalEntity	C516975
GeneOrGeneProduct	3269
ChemicalEntity	D004316
ChemicalEntity	D009711
ChemicalEntity	C007257
ChemicalEntity	D003843
ChemicalEntity	C012873
ChemicalEntity	D013938
ChemicalEntity	D000080309
ChemicalEntity	C036355
ChemicalEntity	C516022
GeneOrGeneProduct	4925
DiseaseOrPhenotypicFeature	D004195
GeneOrGeneProduct	25120
GeneOrGeneProduct	246281
GeneOrGeneProduct	192646
GeneOrGeneProduct	317675
ChemicalEntity	C014558
GeneOrGeneProduct	216869
GeneOrGeneProduct	110355
GeneOrGeneProduct	11555
GeneOrGeneProduct	12824
GeneOrGeneProduct	83995
GeneOrGeneProduct	17392
GeneOrGeneProduct	23794
DiseaseOrPhenotypicFeature	D004614
SequenceVariant	p|SUB|R|346|K/S
SequenceVariant	p|SUB|G|446|V
SequenceVariant	p|SUB|L|455|F
SequenceVariant	p|SUB|V|483|F
SequenceVariant	p|SUB|F|486|L
SequenceVariant	p|SUB|F|490|L
SequenceVariant	p|SUB|Q|493|L
SequenceVariant	p|SUB|S|494|P
ChemicalEntity	D013407
GeneOrGeneProduct	407006
GeneOrGeneProduct	407007
DiseaseOrPhenotypicFeature	C565715
ChemicalEntity	D057889
GeneOrGeneProduct	4745
ChemicalEntity	C522419
GeneOrGeneProduct	100302183
GeneOrGeneProduct	407032
OrganismTaxon	1549864
OrganismTaxon	8126
OrganismTaxon	2034997
ChemicalEntity	C511794
ChemicalEntity	C541935
ChemicalEntity	C037067
GeneOrGeneProduct	2580
GeneOrGeneProduct	1013
GeneOrGeneProduct	117514
ChemicalEntity	D002867
ChemicalEntity	D010087
ChemicalEntity	D010720
ChemicalEntity	D002867
ChemicalEntity	D010087
ChemicalEntity	D010720
ChemicalEntity	D000605
ChemicalEntity	D002867
ChemicalEntity	D010087
GeneOrGeneProduct	54624
GeneOrGeneProduct	54623
GeneOrGeneProduct	12350
CellLine	CVCL_4564
GeneOrGeneProduct	7004
ChemicalEntity	C045673
GeneOrGeneProduct	5319
ChemicalEntity	C085925
GeneOrGeneProduct	40665
DiseaseOrPhenotypicFeature	D000080346
ChemicalEntity	C000592413
DiseaseOrPhenotypicFeature	D006425
DiseaseOrPhenotypicFeature	D003240
DiseaseOrPhenotypicFeature	D009140
GeneOrGeneProduct	2168
GeneOrGeneProduct	83854
GeneOrGeneProduct	57572
GeneOrGeneProduct	55908
SequenceVariant	rs8112063
SequenceVariant	rs737337
SequenceVariant	rs17699089
SequenceVariant	rs4946936
ChemicalEntity	D010984
ChemicalEntity	D011108
ChemicalEntity	C572449
ChemicalEntity	D000068582
GeneOrGeneProduct	3784
GeneOrGeneProduct	3785
GeneOrGeneProduct	3786
GeneOrGeneProduct	9132
GeneOrGeneProduct	56479
GeneOrGeneProduct	249
OrganismTaxon	421226
DiseaseOrPhenotypicFeature	C538557
DiseaseOrPhenotypicFeature	D004671
ChemicalEntity	C045938
ChemicalEntity	C436301
GeneOrGeneProduct	9670
GeneOrGeneProduct	9670
GeneOrGeneProduct	10642
GeneOrGeneProduct	3613
GeneOrGeneProduct	55272
CellLine	CVCL_J172
GeneOrGeneProduct	285704
GeneOrGeneProduct	68799
DiseaseOrPhenotypicFeature	D020350
GeneOrGeneProduct	18007
GeneOrGeneProduct	4756
GeneOrGeneProduct	12166
GeneOrGeneProduct	657
GeneOrGeneProduct	12156
GeneOrGeneProduct	12159
GeneOrGeneProduct	650
GeneOrGeneProduct	652
GeneOrGeneProduct	58205
GeneOrGeneProduct	12156
GeneOrGeneProduct	12159
GeneOrGeneProduct	18007
GeneOrGeneProduct	542833
GeneOrGeneProduct	100125717
GeneOrGeneProduct	1564
ChemicalEntity	D004540
DiseaseOrPhenotypicFeature	D005271
GeneOrGeneProduct	100008943
GeneOrGeneProduct	100347598
CellLine	CVCL_AP55
CellLine	CVCL_1351
GeneOrGeneProduct	9839
GeneOrGeneProduct	6721
GeneOrGeneProduct	20511
GeneOrGeneProduct	4308
ChemicalEntity	C072105
CellLine	CVCL_X782
OrganismTaxon	3498
ChemicalEntity	C057451
ChemicalEntity	C000629744
ChemicalEntity	C105643
ChemicalEntity	C033424
DiseaseOrPhenotypicFeature	D020447
ChemicalEntity	C011080
SequenceVariant	rs121913428
GeneOrGeneProduct	209176
GeneOrGeneProduct	169355
GeneOrGeneProduct	14433
GeneOrGeneProduct	74334
OrganismTaxon	222567
ChemicalEntity	C046243
GeneOrGeneProduct	27419
GeneOrGeneProduct	17756
GeneOrGeneProduct	14473
DiseaseOrPhenotypicFeature	D006978
GeneOrGeneProduct	497757
CellLine	CVCL_Z833
ChemicalEntity	C060894
SequenceVariant	p|SUB|C|145|S
SequenceVariant	p|SUB|G|186|V
SequenceVariant	p|SUB|L|194|P
DiseaseOrPhenotypicFeature	D015175
ChemicalEntity	D000077465
DiseaseOrPhenotypicFeature	D002559
GeneOrGeneProduct	4319
ChemicalEntity	C078131
ChemicalEntity	C064294
GeneOrGeneProduct	24211
GeneOrGeneProduct	16187
SequenceVariant	rs4784227
GeneOrGeneProduct	716
ChemicalEntity	D062367
GeneOrGeneProduct	5648
GeneOrGeneProduct	10747
DiseaseOrPhenotypicFeature	D000081208
GeneOrGeneProduct	100314030
ChemicalEntity	C502525
GeneOrGeneProduct	64220
GeneOrGeneProduct	474257
GeneOrGeneProduct	1938
SequenceVariant	rs1801252
ChemicalEntity	C118531
ChemicalEntity	C447480
GeneOrGeneProduct	255967
ChemicalEntity	C013172
GeneOrGeneProduct	5511
OrganismTaxon	59919
ChemicalEntity	C091888
ChemicalEntity	D000596
CellLine	CVCL_5368
DiseaseOrPhenotypicFeature	C536384
OrganismTaxon	183260
SequenceVariant	rs2233335
SequenceVariant	rs7214723
SequenceVariant	c|SUB|G||T
GeneOrGeneProduct	84254
GeneOrGeneProduct	3684
GeneOrGeneProduct	3689
GeneOrGeneProduct	3687
GeneOrGeneProduct	3689
CellLine	CVCL_0223
SequenceVariant	rs1143680
SequenceVariant	rs2230428
SequenceVariant	rs2230424
GeneOrGeneProduct	54908
GeneOrGeneProduct	3569
GeneOrGeneProduct	3574
GeneOrGeneProduct	3605
GeneOrGeneProduct	22900
GeneOrGeneProduct	22861
GeneOrGeneProduct	54878
GeneOrGeneProduct	91039
ChemicalEntity	C477478
ChemicalEntity	D000069449
SequenceVariant	rs822336
SequenceVariant	rs822337
GeneOrGeneProduct	246175
GeneOrGeneProduct	29883
GeneOrGeneProduct	5307
GeneOrGeneProduct	148189
DiseaseOrPhenotypicFeature	D000092244
ChemicalEntity	C532254
DiseaseOrPhenotypicFeature	C000656964
GeneOrGeneProduct	2838
GeneOrGeneProduct	16362
GeneOrGeneProduct	14082
DiseaseOrPhenotypicFeature	D003141
DiseaseOrPhenotypicFeature	D007249
GeneOrGeneProduct	50797
GeneOrGeneProduct	16525
ChemicalEntity	D019377
GeneOrGeneProduct	14241
GeneOrGeneProduct	22418
ChemicalEntity	C000605331
GeneOrGeneProduct	18164
GeneOrGeneProduct	100507316
CellLine	CVCL_1050
GeneOrGeneProduct	284029
DiseaseOrPhenotypicFeature	C562377
DiseaseOrPhenotypicFeature	D004541
ChemicalEntity	C586932
ChemicalEntity	C520889
GeneOrGeneProduct	282863
DiseaseOrPhenotypicFeature	D008414
SequenceVariant	g|SUB|A|1578|G
SequenceVariant	g|SUB|G|1835|A
SequenceVariant	g|SUB|T|398|A
SequenceVariant	g|SUB|T|3164|C
SequenceVariant	g|SUB|G|3409|C
GeneOrGeneProduct	107476
GeneOrGeneProduct	170439
GeneOrGeneProduct	657
DiseaseOrPhenotypicFeature	C537702
GeneOrGeneProduct	9241
DiseaseOrPhenotypicFeature	C565111
DiseaseOrPhenotypicFeature	D036982
DiseaseOrPhenotypicFeature	C564648
CellLine	CVCL_5546
GeneOrGeneProduct	16009
GeneOrGeneProduct	16008
OrganismTaxon	2032731
DiseaseOrPhenotypicFeature	D004682
DiseaseOrPhenotypicFeature	D009506
GeneOrGeneProduct	64863
ChemicalEntity	C432366
GeneOrGeneProduct	57178
GeneOrGeneProduct	2859
ChemicalEntity	C071738
GeneOrGeneProduct	27
GeneOrGeneProduct	16451
ChemicalEntity	p|Allele|Y|384
ChemicalEntity	p|Allele|Y|383
SequenceVariant	p|SUB|Y|383|F
GeneOrGeneProduct	17164
GeneOrGeneProduct	21937
GeneOrGeneProduct	18933
GeneOrGeneProduct	3853
GeneOrGeneProduct	153572
GeneOrGeneProduct	915
DiseaseOrPhenotypicFeature	D007161
OrganismTaxon	13706
GeneOrGeneProduct	8433
CellLine	CVCL_0164
GeneOrGeneProduct	5990
GeneOrGeneProduct	164656
GeneOrGeneProduct	3083
GeneOrGeneProduct	1602
SequenceVariant	rs1175125123
SequenceVariant	c|SUB|A|932|T
SequenceVariant	rs1476156268
GeneOrGeneProduct	551737
GeneOrGeneProduct	822
GeneOrGeneProduct	108000
GeneOrGeneProduct	5105
ChemicalEntity	C000595149
ChemicalEntity	C087166
DiseaseOrPhenotypicFeature	D064706
GeneOrGeneProduct	64332
SequenceVariant	rs75932628
DiseaseOrPhenotypicFeature	D054143
GeneOrGeneProduct	2931
GeneOrGeneProduct	2932
OrganismTaxon	1781
GeneOrGeneProduct	280692
ChemicalEntity	C036598
GeneOrGeneProduct	23541
DiseaseOrPhenotypicFeature	C567306
DiseaseOrPhenotypicFeature	C536943
ChemicalEntity	C000707970
GeneOrGeneProduct	3495
GeneOrGeneProduct	51678
GeneOrGeneProduct	57379
GeneOrGeneProduct	16601
ChemicalEntity	C457499
GeneOrGeneProduct	7088
GeneOrGeneProduct	115703
GeneOrGeneProduct	2001
GeneOrGeneProduct	7097
GeneOrGeneProduct	10333
GeneOrGeneProduct	7099
GeneOrGeneProduct	7097
GeneOrGeneProduct	10333
GeneOrGeneProduct	14421
DiseaseOrPhenotypicFeature	D000088282
ChemicalEntity	C030214
CellLine	CVCL_0372
CellLine	CVCL_F083
DiseaseOrPhenotypicFeature	C565366
GeneOrGeneProduct	2716485
GeneOrGeneProduct	13906804
GeneOrGeneProduct	6275938
GeneOrGeneProduct	18983697
GeneOrGeneProduct	18519
GeneOrGeneProduct	8850
GeneOrGeneProduct	301164
ChemicalEntity	C054597
GeneOrGeneProduct	3239
DiseaseOrPhenotypicFeature	D000071698
CellLine	CVCL_6572
GeneOrGeneProduct	395962
GeneOrGeneProduct	395421
GeneOrGeneProduct	414838
GeneOrGeneProduct	4025
ChemicalEntity	C053721
DiseaseOrPhenotypicFeature	D003048
ChemicalEntity	C018091
ChemicalEntity	C057884
GeneOrGeneProduct	54675
ChemicalEntity	C002687
GeneOrGeneProduct	838573
OrganismTaxon	38568
GeneOrGeneProduct	2516
GeneOrGeneProduct	1058
SequenceVariant	p|SUB|Q|3508|X
SequenceVariant	c|SUB|A|990|G
SequenceVariant	rs1221373739
SequenceVariant	p|SUB|D|372|H
GeneOrGeneProduct	60498
GeneOrGeneProduct	18636
GeneOrGeneProduct	21869
SequenceVariant	p|DEL|2|E
DiseaseOrPhenotypicFeature	C536976
DiseaseOrPhenotypicFeature	C536975
SequenceVariant	rs7317112
SequenceVariant	rs10908521
GeneOrGeneProduct	643432
SequenceVariant	rs9345389
GeneOrGeneProduct	201595
SequenceVariant	rs1353327
SequenceVariant	rs3824662
SequenceVariant	rs10821936
GeneOrGeneProduct	2719
GeneOrGeneProduct	24176
GeneOrGeneProduct	53623
GeneOrGeneProduct	14800
GeneOrGeneProduct	14800
GeneOrGeneProduct	14802
ChemicalEntity	C009342
GeneOrGeneProduct	347689
GeneOrGeneProduct	6658
GeneOrGeneProduct	6997
GeneOrGeneProduct	74614
GeneOrGeneProduct	20832
GeneOrGeneProduct	14235
GeneOrGeneProduct	550475
GeneOrGeneProduct	13867
ChemicalEntity	C546958
GeneOrGeneProduct	12257
CellLine	CVCL_A5ED
GeneOrGeneProduct	23920
GeneOrGeneProduct	13856
ChemicalEntity	C576178
GeneOrGeneProduct	13857
GeneOrGeneProduct	100506930
GeneOrGeneProduct	5966
GeneOrGeneProduct	323733
GeneOrGeneProduct	768133
ChemicalEntity	C054871
ChemicalEntity	C004858
DiseaseOrPhenotypicFeature	D018316
SequenceVariant	p|SUB|F|148|A
GeneOrGeneProduct	79443
SequenceVariant	rs141476300
SequenceVariant	c|SUB|C|[265|T
SequenceVariant	rs4682801
OrganismTaxon	6499
GeneOrGeneProduct	83737
GeneOrGeneProduct	1652
GeneOrGeneProduct	1060
DiseaseOrPhenotypicFeature	D000074042
GeneOrGeneProduct	48
GeneOrGeneProduct	3658
GeneOrGeneProduct	35340
GeneOrGeneProduct	33110
GeneOrGeneProduct	38001
GeneOrGeneProduct	46008
ChemicalEntity	D045784
OrganismTaxon	662904
GeneOrGeneProduct	257632
GeneOrGeneProduct	77040
ChemicalEntity	D000069058
DiseaseOrPhenotypicFeature	D014235
DiseaseOrPhenotypicFeature	D001037
SequenceVariant	rs58932704
DiseaseOrPhenotypicFeature	D013161
DiseaseOrPhenotypicFeature	D013160
DiseaseOrPhenotypicFeature	D007057
GeneOrGeneProduct	14561
GeneOrGeneProduct	17700
DiseaseOrPhenotypicFeature	D011818
GeneOrGeneProduct	114412
GeneOrGeneProduct	8543
GeneOrGeneProduct	100000771
GeneOrGeneProduct	140621
GeneOrGeneProduct	6317
GeneOrGeneProduct	2177
GeneOrGeneProduct	55215
GeneOrGeneProduct	853272
DiseaseOrPhenotypicFeature	OMIM:146850
GeneOrGeneProduct	547886
ChemicalEntity	C073539
OrganismTaxon	29727
GeneOrGeneProduct	12314
GeneOrGeneProduct	17708
GeneOrGeneProduct	76137
DiseaseOrPhenotypicFeature	OMIM:208540
GeneOrGeneProduct	27031
SequenceVariant	c|SUB|G|1761|A
SequenceVariant	p|SUB|W|587|
SequenceVariant	c|DEL|69|C
SequenceVariant	p|FS|G|24|A|11
GeneOrGeneProduct	64147
OrganismTaxon	3052
GeneOrGeneProduct	16578
DiseaseOrPhenotypicFeature	C566179
GeneOrGeneProduct	54768
ChemicalEntity	D009070
ChemicalEntity	D015296
ChemicalEntity	D000077723
ChemicalEntity	D002741
GeneOrGeneProduct	131578
GeneOrGeneProduct	81792
GeneOrGeneProduct	8076
GeneOrGeneProduct	196051
GeneOrGeneProduct	2922
GeneOrGeneProduct	4320
GeneOrGeneProduct	114899
GeneOrGeneProduct	1833
GeneOrGeneProduct	3736
GeneOrGeneProduct	81832
GeneOrGeneProduct	50863
GeneOrGeneProduct	8735
GeneOrGeneProduct	74488
CellLine	CVCL_6028
GeneOrGeneProduct	9049
DiseaseOrPhenotypicFeature	C564765
DiseaseOrPhenotypicFeature	D057873
DiseaseOrPhenotypicFeature	D007889
CellLine	CVCL_3009
ChemicalEntity	D009838
ChemicalEntity	C028911
GeneOrGeneProduct	5906
DiseaseOrPhenotypicFeature	D005254
